,$\mu_f$ (MHz),upper error$\mu_f$ (MHz),lower error$\mu_f$ (MHz),$\sigma_f$ (MHz),upper error$\sigma_f$ (MHz),lower error$\sigma_f$ (MHz),$S$ (Jy ms),upper error$S$ (Jy ms),lower error$S$ (Jy ms),$\mu_t$ (ms),upper error$\mu_t$ (ms),lower error$\mu_t$ (ms),$\sigma_t$ (ms),upper error$\sigma_t$ (ms),lower error$\sigma_t$ (ms),$\tau$ (ms),upper error$\tau$ (ms),lower error$\tau$ (ms),DM (pc cm$^{-3}$),upper errorDM (pc cm$^{-3}$),lower errorDM (pc cm$^{-3}$),cand_id,comp_num,fit_method,use_fluence,bidx
0,1558.745535219265,33.99751347169126,33.99751347169149,212.38015031564717,44.92739967391475,44.92739967391475,0.08944120653141012,0.016638366299346424,0.016638366299346424,57644.40890697631,1.418811734765768e-09,1.418811734765768e-09,0.0012306596551215257,0.0157149036868471,0.0157149036868471,1.9474482727541784,0.33732633016638225,0.337326330166382,565.3361498242407,0.4118707088596239,0.4118707088596239,cand_tstart_57644.407719907409_tcand_61.2631000_dm_565.30000_snr_8.12529,1,curvefit,False,B1
1,1201.746908508345,9.566595618163774,9.566595618163547,50.113890159211365,9.582602184054233,9.582602184054233,0.043276395555660006,0.007203004325124426,0.0072030043251244185,57644.40956768005,1.4122633729130033e-08,1.4115357771515846e-08,1.3526053714936448,0.04683643479454114,0.04683643479454114,,,,562.4047515499676,0.7891609140896207,0.7891609140896207,cand_tstart_57644.407719907409_tcand_118.3400000_dm_562.05600_snr_6.36612,1,curvefit,False,B2
2,2944.1732461189263,317.433578991579,586.403149593461,751.0699691220642,291.26341648026425,192.03125473624308,0.5700427949105372,0.7467813681170586,0.29192108846977977,57644.40967369872,3.885361365973949e-09,2.830347511917353e-09,0.3693948809631045,0.2490798896588558,0.2281785135062193,1.3142031584784228,0.6532797789414637,0.6797967621688608,566.8089640202802,0.7847367980366471,0.8769143242174096,cand_tstart_57644.407719907409_tcand_127.5000000_dm_568.56200_snr_8.73822,2,mcmc,False,B3.1
3,1146.7483851537313,336.63060509553134,1402.430510595545,1268.1975499986142,1953.4347452478326,1118.0969496496136,0.08679499377835162,0.13200568347213076,0.04372673474851431,57644.40967384234,2.61206878349185e-09,3.5564880818128586e-08,0.31525514978810826,1.403976713202994,0.17235458974976944,0.3123794517600044,0.7226237996614698,0.13792490537828694,564.6746806810999,1.4603244721214423,0.4092879103316136,cand_tstart_57644.407719907409_tcand_127.5000000_dm_568.56200_snr_8.73822,1,mcmc,False,B3.2
4,3074.866031081469,223.53244306512715,555.8694910674876,549.8183534953722,83.0330788829375,111.12429253369561,2.106577855695768,3.684531863240244,1.606048998240006,57644.410072889485,3.601599019020796e-09,4.030880518257618e-09,1.0661255454844156,0.19817326457521967,0.18371008985080614,0.3066132482116969,0.16908991986344696,0.10735903250177006,563.8783665709782,1.0177205595839496,1.1458422635342913,cand_tstart_57644.407719907409_tcand_161.9850000_dm_565.30000_snr_6.50775,1,mcmc,False,B4
5,2100.643913474978,938.0479899484272,1617.7868877633814,2703.6875406138925,929.4416724543588,1238.095536143779,0.1919844605775018,0.048706437039483824,0.04385033520412923,57644.41015783436,4.198227543383837e-09,4.241883289068937e-09,0.6618786358307975,0.30606546706536,0.2605479529399862,1.0174665664055504,0.4226525176682885,0.33647636539681736,562.0821640675648,0.7254827233525702,0.5641741795233202,cand_tstart_57644.407719907409_tcand_169.3260000_dm_562.05600_snr_6.82033,1,mcmc,False,B5
6,1393.2697563388494,7.335915055335362,6.580718242207695,182.6945454888768,7.03169543324023,7.3196528198865565,0.4679873401842742,0.02356648724388716,0.02852689974851902,57644.41107195384,1.367880031466484e-09,1.5061232261359692e-09,1.0861884994129167,0.034659374240948004,0.038732582030917014,,,,562.3349563174559,0.2126868395440624,0.10656252214505456,cand_tstart_57644.407719907409_tcand_248.2970000_dm_562.05600_snr_97.12390,2,mcmc,True,B6.1
7,1417.185500629067,3.8843623588256833,4.659306264886936,101.9350796782618,4.761585016520371,4.084079259827945,0.3253581641134366,0.026360720967236132,0.02254385664462505,57644.41107197549,8.731149137020111e-10,9.677023626863956e-10,0.5676295295683854,0.027004890712443497,0.024452148376302385,,,,560.9368423910569,0.15097933100196315,0.10449984462786688,cand_tstart_57644.407719907409_tcand_248.2970000_dm_562.05600_snr_97.12390,1,mcmc,True,B6.2
8,3075.140017895307,205.7216199871177,310.04642616586534,432.3037699971935,64.81559781604722,80.4799426527818,13.452289665530872,16.886531734668033,10.182305189855311,57644.4122402136,5.980837158858776e-09,3.9217411540448666e-09,0.6588915246946754,0.3373955388662878,0.3599354499209201,0.7684581135940636,0.4381023011823262,0.3880072559500827,568.5140001644959,2.8189415123200665,2.8774108240223772,cand_tstart_57644.407719907409_tcand_349.2190000_dm_605.71300_snr_8.36633,1,mcmc,False,B7.1
9,1463.7422476134814,16.58430502854594,19.933326228552914,92.44544876697157,26.420575518513655,16.196889434554876,0.08868768540841443,0.014082447570867587,0.013197519202412385,57644.412240430174,1.6661942936480045e-08,2.4345354177057743e-08,1.9382069251062664,0.8501247691825462,0.9716448311197884,1.217235474323624,0.5574064825661376,0.4917057174531431,568.6207135732068,3.4802666818671923,2.489991228812414,cand_tstart_57644.407719907409_tcand_349.2190000_dm_605.71300_snr_8.36633,2,mcmc,False,B7.2
10,3043.016846999261,246.8529749670315,555.1768128811618,651.6011409419633,126.84165643128107,138.21647082413426,1.09417461963701,1.4981997708090602,0.7061972317367744,57644.41412362847,4.41650627180934e-09,3.798049874603748e-09,1.0020673849807904,0.2568850223524233,0.2624549230128285,0.7886964656297011,0.3574390863731891,0.3279184770426325,567.458068701526,0.9422403009161826,0.7289468814707334,cand_tstart_57644.407719907409_tcand_511.9360000_dm_568.56200_snr_7.65924,1,mcmc,False,B8
11,1428.074624137406,11.302101377292502,11.302101377292725,75.40633389358001,9.214343986702758,9.214343986702774,0.07646083732121464,0.003252601395220697,0.003252601395220697,57644.414471614255,1.908483682200313e-08,1.908483682200313e-08,1.9784650117163811,0.6320594061776215,0.6320594061776215,0.3743857591167285,0.5696998099887972,0.5696998099887973,564.3192504046337,2.1010979758525536,2.1010979758525536,cand_tstart_57644.407719907409_tcand_542.0000000_dm_562.05600_snr_6.35508,1,curvefit,False,B9
12,1625.910301231547,10.973773013410893,11.128422329446266,81.94105178288754,8.484746824167559,7.630736046654349,0.09690349162800513,0.010890513807721852,0.01030681043546017,57644.414475390986,7.814378477633001e-09,7.0285750553011894e-09,1.4417263338032456,0.27980574167688976,0.3051317453130604,0.5179155415999734,0.2898246224500101,0.20474988699433244,562.0702974392259,2.7445585382617987,3.2215102884541693,cand_tstart_57644.407719907409_tcand_542.3240000_dm_565.30000_snr_6.45913,1,mcmc,True,B10
13,1554.2093224574292,10.746642041029643,10.97490058617609,96.10980569634852,12.949013716280534,10.63029658645776,0.07412357028235722,0.00777158500313968,0.007439075731660859,57644.414878803254,4.285539034754038e-09,4.634785000234842e-09,0.8460184491597852,0.1630259600677647,0.16523729765944914,0.2909672848681625,0.1839092257149469,0.1132414822759217,560.3246487611397,0.9282695803090064,0.9499163290054184,cand_tstart_57644.407719907409_tcand_577.1760000_dm_562.05600_snr_8.38639,1,mcmc,True,B11
14,3050.184527193052,211.9497400685064,298.64160331353696,450.4594968723831,63.92921462293003,76.97396495020973,18.396136119923824,16.47411260949443,12.489799384149899,57644.41537808886,9.298673830926418e-09,1.0390067473053932e-08,1.931171114924778,0.4773695390660273,0.5216116852979813,1.503911166626584,1.3012414958334129,0.813174712827267,568.5835060904301,3.498098598589536,4.3536642421821625,cand_tstart_57644.407719907409_tcand_620.3140000_dm_555.62500_snr_6.78833,1,mcmc,True,B12
15,1691.8779119670887,12.67490289746024,9.384031696128202,88.65327194636605,15.908305058139517,11.837435913220858,0.1388226141325128,0.011257729333019606,0.009906198156693136,57644.41631473555,4.503817763179541e-09,4.867615643888712e-09,1.4874082830156532,0.17877617236677626,0.21489859977629244,0.5765201086460601,0.3188848349556691,0.2420189766833351,571.8518472298431,1.4704204075763982,1.3759338500572085,cand_tstart_57644.407719907409_tcand_701.2300000_dm_571.84300_snr_9.70367,1,mcmc,True,B13
16,1264.5934510542509,10.267801584952622,9.95733583177116,67.35532147168496,8.601894296424263,7.840278755441908,0.13482192899092438,0.020071956012185505,0.01883077971815819,57644.418306742235,6.829941412433982e-08,8.276401786133647e-08,2.9517501628642755,1.1496069850488393,1.022370269042356,1.572955659929333,0.5999722427005223,0.5034019401583942,562.0183173406529,5.858996519366088,4.594390451090703,cand_tstart_57644.407719907409_tcand_873.3120000_dm_565.00000_snr_6.00000,1,mcmc,True,B14
17,1545.045683810403,12.185215349991267,12.314913484989804,79.22087584390098,12.86311019641964,10.388882740692567,0.07060404747177562,0.012330540083656458,0.009848847232191024,57644.41830920608,6.701156962662935e-09,8.214556146413088e-09,0.8938520781356184,0.2734982166482133,0.3360123284847957,0.8019766645513055,0.5256459296603825,0.4267653196196404,564.8362056213223,1.7023505994728794,1.4427580898900487,cand_tstart_57644.407719907409_tcand_873.5360000_dm_571.84300_snr_9.83474,2,mcmc,False,B15.1
18,1571.8052675086974,1256.3492049838596,1318.235544048064,2666.550716998081,958.6785092272304,1462.9528328701126,0.12313021168784387,0.03453689089910732,0.04231375096915932,57644.418309272565,2.692104317247868e-09,2.0445440895855427e-09,0.22958995365180884,0.18479692797758968,0.12978459371553275,0.6682370705824141,0.22431535218822465,0.1840283200327565,569.3775808512391,0.3826299136375155,0.5025129365895964,cand_tstart_57644.407719907409_tcand_873.5360000_dm_571.84300_snr_9.83474,1,mcmc,False,B15.2
19,3060.0649136690636,228.02792769687719,594.6435594350255,510.42152316191147,64.13583991828125,111.27666003442629,5.938947156614481,9.144948158955472,4.880618208608633,57644.42050857968,4.096364136785269e-09,4.336470738053322e-09,1.18953631820084,0.2167978760139211,0.2476828296128988,0.5158279508505175,0.287973311454515,0.2212526155926247,570.2907831743678,1.6913477000866806,1.5916585410383275,cand_tstart_57644.407719907409_tcand_1063.5400000_dm_565.30000_snr_9.80000,1,mcmc,False,B16
20,2023.8415009297355,989.492307563038,1662.523225029937,2586.118210966854,1009.910386712672,1374.2500339997825,0.15106097489840545,0.05229029803386173,0.0418813566357078,57644.421105446665,1.1925294529646637e-08,1.2718373909592628e-08,1.5151811687344228,0.5527046574536267,0.5232992158223451,0.7399362719340992,0.9565006978222752,0.35201040939642336,570.1140308341479,1.427338438867764,1.9307613879695964,cand_tstart_57644.407719907409_tcand_1115.1100000_dm_568.56200_snr_7.00356,1,mcmc,True,B17
21,1526.46889339499,25.567393938455325,25.567393938455552,136.07703147483784,27.045034833318084,27.04503483331807,0.04643777912163991,0.00775653330039975,0.007756533300399744,57644.42630386236,4.4819898903369895e-09,4.474713932722807e-09,1.4845166182731038,0.09867640516432384,0.09867640516432384,,,,564.7540330653252,0.7970297309698253,0.7970297309698253,cand_tstart_57644.407719907409_tcand_1564.2000000_dm_568.56200_snr_7.26308,1,curvefit,False,B18
22,1325.0473338567956,25.04630854063998,25.04630854063998,155.3416216041353,23.92999085484789,23.92999085484789,0.10534598622424077,0.017654490037195048,0.017654490037195048,57644.42721003445,1.6829289961606264e-08,1.682201400399208e-08,1.8625378211216783,0.7574584141417521,0.7574584141417515,1.6292685863710772,0.5196828624698973,0.5196828624698973,563.6190892301357,1.4384768513680228,1.4384768513680228,cand_tstart_57644.407719907409_tcand_1642.5000000_dm_558.83100_snr_6.08731,1,curvefit,False,B19
23,2855.6976381148925,389.6675084053186,1029.775052675767,1048.1901289978837,1990.0968838154017,381.87149190656686,0.23345430769130826,0.4737235913123154,0.07916577991538734,57644.42737685918,4.1618477553129204e-09,4.4310581870377055e-09,0.6658756995825129,0.28370102036296085,0.3299060611521802,0.5918138350862252,0.4997237151567031,0.3082833674943191,565.5781804858598,0.7605473092411329,0.5649290575277064,cand_tstart_57644.407719907409_tcand_1656.9000000_dm_565.30000_snr_7.42329,1,mcmc,False,B20
24,3103.820596708164,201.81815287219436,427.179457892405,600.9392646190155,128.39183949102005,107.39281938237156,2.7348571044446817,6.6146269051784365,1.852813225944511,57644.427940355716,1.6261765267699957e-08,1.9201252143830058e-08,4.157687166557282,0.8739810965297075,0.991971627470507,1.82025067123428,1.663654816165576,0.8350018677785779,576.1087439227067,4.475180324813891,5.135311487001104,cand_tstart_57644.407719907409_tcand_1705.5600000_dm_486.74800_snr_6.68708,1,mcmc,False,B21
25,2991.43417862143,289.60149786988995,715.4517118904341,655.3323622728183,124.10171716617174,183.31638701479145,1.3383081566772033,1.723631969707816,0.9362003052129771,57644.4285937839,8.505594450980425e-09,7.770722731947899e-09,1.907938223474728,0.4269817219884211,0.4178502569264353,1.526521668450464,0.6335268864440322,0.6311642048014049,567.6461564215863,2.2545129275408726,2.1498656814547985,cand_tstart_57644.407719907409_tcand_1762.0400000_dm_565.30000_snr_8.49012,1,mcmc,False,B22
26,1698.759487174787,13.664990889222507,9.111176568018434,74.72317597335933,15.406403458383709,9.972976555699331,0.08944298288558795,0.008709995939163606,0.00788508644869157,57644.43017017043,2.240994945168495e-09,2.284650690853596e-09,0.6871179228931117,0.10528447169837384,0.1099719840454435,0.3327826955126716,0.1677627311849057,0.1447882775933985,568.7030386901187,0.9671063816988408,0.9771691895396089,cand_tstart_57644.407719907409_tcand_1898.2200000_dm_565.30000_snr_8.91890,1,mcmc,True,B23
27,1670.2663059611484,19.561066432550884,19.56106643255111,83.29957810832829,17.949689327970592,17.949689327970592,0.03836249846792611,0.0006982385877430526,0.0006982385877430526,57644.43017030257,1.1204974725842476e-09,1.1204974725842476e-09,0.022502180702824982,0.05245603472024212,0.05245603472024212,1.184572600051081,0.27968715025181123,0.2796871502518113,563.027932967756,0.478916348291591,0.478916348291591,cand_tstart_57644.407719907409_tcand_1898.2800000_dm_562.05600_snr_7.12105,1,curvefit,False,B24
28,1753.1135547036831,1375.949712311682,72.32515643599822,201.83457419068947,389.6474880948429,59.315807241173594,0.16180403053163642,3.67148530404648,0.031272170333713545,57644.4301714188,4.030880518257618e-09,3.943569026887417e-09,1.3838522103274735,0.1743766001716862,0.19753870074876007,0.6616732110681374,0.27444021688037923,0.2582146555343504,568.0044688552657,1.1793029596440192,1.1581462245641203,cand_tstart_57644.407719907409_tcand_1898.3300000_dm_568.56200_snr_10.05960,1,mcmc,True,B25
29,1469.638266271352,12.069214808453578,14.18448643291845,110.16889381165156,15.648925219001624,12.53665027219324,0.09623727939325487,0.008865474341644614,0.008593288741845591,57644.43129536143,4.285539034754038e-09,4.6056811697781094e-09,0.8250785204983142,0.17656298699639028,0.1691156972212392,0.4898672406265712,0.1666500204680933,0.16947183050096526,565.6060596644586,0.6900089951298014,0.6774787198214653,cand_tstart_57644.407719907409_tcand_1995.4300000_dm_565.30000_snr_10.33160,1,mcmc,True,B26
30,1344.4716586491704,72.31303993382653,1397.881378789806,1123.000215113009,2074.4616185115437,999.9317229295112,0.17261565241393995,0.10826270953177143,0.08556811204667891,57644.43223489556,2.412707544863224e-08,1.6421836335211992e-08,2.041703392334023,0.981188828428361,0.6821793402485103,1.0746489271824295,0.5185496104834653,0.4059595308795825,569.6067205778744,1.5327916355373643,2.172628823767127,cand_tstart_57644.407719907409_tcand_2076.6000000_dm_571.84300_snr_6.76876,1,mcmc,True,B27
31,1753.8735287403454,38.83384592417178,18.88831645879668,96.04458279605205,23.23851802252794,13.841936984834929,0.13679982337554542,0.03160671424843009,0.015146682691897354,57644.43224272159,1.0622898116707802e-09,1.2005330063402653e-09,0.5900089978939134,0.04580417390788938,0.04600941755964627,0.15751881678688315,0.08557026075584509,0.05289250714212199,561.3410860942595,0.5100550925149037,0.5005274577914633,cand_tstart_57644.407719907409_tcand_2077.2700000_dm_558.83100_snr_10.48400,1,mcmc,True,B28
32,1682.0866711980232,1440.496615486832,34.03930468087174,126.72004276170807,482.4698280277841,36.52470910130809,0.06290631678032667,1.502574329465209,0.013961092843146295,57644.43404519745,3.6307028494775295e-09,3.8198777474462994e-09,0.6495653888255444,0.18370504542292845,0.16520118915687376,0.4155419711509197,0.4347762981694937,0.22798346991558724,561.9449710451697,1.2517472340084623,3.3382784105212977,cand_tstart_57644.407719907409_tcand_2232.9900000_dm_552.43700_snr_6.90756,1,mcmc,True,B29
33,1438.4367890594197,12.09237194358707,12.718915197486242,96.87453153205992,15.153188914177976,12.912618728598304,0.1209518132138196,0.013904251394178837,0.013317212797945704,57644.4363657517,1.943408278748393e-08,1.943408278748393e-08,2.114945206672511,0.5862555260004649,0.5351130437053087,1.171342265053308,0.48412987376018396,0.4245760576446235,568.2929111835327,2.401007568412865,2.51564553497326,cand_tstart_57644.407719907409_tcand_2433.4700000_dm_562.05600_snr_7.11070,1,mcmc,True,B30
34,1501.6543084395275,6.31825765094527,6.421392985812872,100.30878118883213,8.131902612337981,7.2552635038236275,0.1912684049015363,0.010069165712481787,0.009737950721200568,57644.43879496617,4.292814992368221e-09,4.314642865210772e-09,1.569188638571429,0.14112670129812765,0.15052166208966722,0.4669021863331349,0.1368872724207001,0.13118315091985044,566.6149570764563,0.7196468051025704,0.7352750145338405,cand_tstart_57644.407719907409_tcand_2643.3300000_dm_568.56200_snr_16.48840,1,mcmc,True,B31
35,1410.1706419749307,7.569828122857188,7.570619921379148,78.70368082122553,8.584275705902712,7.667937800807407,0.1368000175982884,0.012764362921419664,0.01195240863648052,57644.43884518071,1.4078977983444929e-08,1.4530087355524302e-08,1.7126789861427694,0.28740226031582217,0.3804301309320677,0.645990978140947,0.3719185049864766,0.2661399622136749,564.2085752202478,1.4071502372207758,1.3910082251466065,cand_tstart_57644.407719907409_tcand_2647.6700000_dm_562.05600_snr_9.49854,1,mcmc,True,B32
36,1476.8165760699173,17.642548563746463,18.376302099482924,122.8797363467505,20.312368233848414,16.493154753617038,0.07766767660935768,0.012490791687415972,0.0102822934064066,57644.43921285496,8.963979780673979e-09,7.494236342608929e-09,1.1812453431037315,0.3026901490669185,0.3555884526210674,0.5934617038234158,0.5626314889194329,0.2914897683060149,562.5319526769657,0.9726264006623068,1.3350520612783612,cand_tstart_57644.407719907409_tcand_2679.4300000_dm_562.05600_snr_7.30120,1,mcmc,True,B33
37,2559.5312699184533,612.1317513691079,1391.8421602666972,2052.859561617383,1413.0311707715794,1089.3245042476156,0.2719824727071126,0.10107417041387716,0.06363308206786243,57644.440688613366,5.151377990841866e-09,5.631591193377972e-09,1.276657559620608,0.4331834766632952,0.3749132626949976,1.0071871455149999,0.4056525691357107,0.3351145210475558,567.0323431996264,0.8125251841564705,0.9055199221098746,cand_tstart_57644.407719907409_tcand_2806.9300000_dm_568.56200_snr_7.56371,1,mcmc,False,B34
38,1706.8958796729362,5.255398089010441,4.676407887471896,60.55670501111509,5.7948437648847015,4.920802445657009,0.2350091606055675,0.012553240926278408,0.012401292639468821,57644.442997728576,5.384208634495735e-09,5.777110345661639e-09,2.7545894016685954,0.19394851612787,0.21019545742796095,0.7240943263458963,0.3607281345984208,0.23648302023395984,575.2594728717643,2.618152096442373,2.674777133431689,cand_tstart_57644.407719907409_tcand_3006.4200000_dm_568.56200_snr_10.84490,1,mcmc,True,B35
39,3103.2003274818453,194.67496814027984,405.92702986724913,474.9230469774061,65.30191112107964,88.31109797373614,13.562076629668901,23.91974915041917,10.923800653822545,57644.44358918223,1.658918336033821e-08,2.6462657842785117e-08,2.964734194524063,1.6175691691523686,1.275405357460542,2.2828578934480284,1.5558811076364294,1.2286614367446445,574.4142940415572,11.110768271672098,6.138217662124929,cand_tstart_57644.407719907409_tcand_3057.5100000_dm_562.05000_snr_6.00000,1,mcmc,False,B36
40,1411.8505465022283,23.852575211393514,16.899064667146607,133.18039813591517,28.234492413645,15.536819223960777,0.06536128842700639,0.006608533029920705,0.00849797770855755,57644.44359002868,3.0122464522719383e-09,3.965396899729967e-09,0.582530562216256,0.11386583512549475,0.08714408987072286,0.14377975089230854,0.10025389317158724,0.04140172604310259,562.8043597403098,0.4703068181522667,0.3794158028091488,cand_tstart_57644.407719907409_tcand_3057.5900000_dm_562.05600_snr_9.50321,1,mcmc,True,B37
41,1618.3302576231326,18.39669158565357,16.03616716270017,110.114902315093,20.796255976212805,15.157107900336245,0.09855174183820667,0.01472498047303035,0.013935619420182538,57644.44522505795,8.025381248444319e-09,6.562913767993449e-09,0.9089268488535956,0.5076985722351198,0.4568526815234384,1.9416244989301656,0.7179314184075354,0.9332806896088288,567.4291801354559,1.5473273652202124,1.5075950923085202,cand_tstart_57644.407719907409_tcand_3198.8400000_dm_565.30000_snr_6.94612,1,mcmc,True,B38
42,1503.3200194010985,13.89503625384009,17.804765382274354,126.0043371320208,12.821784734979104,12.278029484959587,0.0567611756062859,0.009833618564996337,0.005824358468936266,57644.4467881244,1.025910023599863e-09,1.7389538697898388e-09,0.21051546584295386,0.04084608392219527,0.043689507193535336,0.11764021717256536,0.1300965435842535,0.05033592620640563,560.9034457455766,0.14837465548248474,0.1509667083688555,cand_tstart_57644.407719907409_tcand_3333.8700000_dm_558.83100_snr_8.33006,1,mcmc,True,B39
43,1588.1929684411002,10.374924080724668,10.3461344756397,81.40184783148972,10.775125014236052,9.141235037437196,0.11763782318773942,0.0170052196936923,0.015048254987089891,57644.447567821764,8.825736586004496e-09,7.4214767664670944e-09,1.132266353244757,0.4550410482912184,0.3937061537520854,2.0312535797302607,0.7668593799938463,0.6589367742644505,559.8473033531908,2.627435380571569,2.679809193737583,cand_tstart_57644.407719907409_tcand_3401.2300000_dm_562.05600_snr_7.57980,1,mcmc,True,B40
44,1378.8951187200555,1.3479934099377715,1.3479934099377715,30.83567758215573,1.3440285227146092,1.3440285227146127,0.4008908872883172,0.019393557780612247,0.019393557780612247,57644.44772749575,1.7236743588000536e-08,1.7229467630386353e-08,0.7839810432692766,0.1713189377489358,0.17131893774893592,3.046816428570485,0.20912255302123794,0.2091225530212384,558.8875326707898,1.7290841265938752,1.7290841265938752,cand_tstart_57644.407719907409_tcand_3415.0300000_dm_558.83100_snr_8.64735,1,curvefit,False,B41
45,1668.1901004181038,14.702825448566955,11.660818419590669,108.03923790183936,18.422603329015644,15.684084417964131,0.09887900088262667,0.008574915390541463,0.007991297492877067,57644.449915568504,2.8448994271457195e-09,2.881279215216637e-09,0.9332062495718708,0.1603030193780972,0.2302788440626652,0.38587048863268586,0.2331272382597383,0.16207402633755158,565.9607956257584,0.7981314782311983,0.7370288109989358,cand_tstart_57644.407719907409_tcand_3604.0600000_dm_565.30000_snr_7.83179,1,mcmc,True,B42
46,1682.7789493146793,12.127181559014616,9.06524514120042,123.54532631209531,15.464187260330961,12.45164783424886,0.22044683920144,0.01275191420194538,0.011042443371690304,57644.451605443726,1.367880031466484e-09,1.2951204553246498e-09,0.794652177211992,0.09527093801839047,0.0891472765776512,0.8611138585335909,0.11490136407535599,0.11696663861892533,568.1581093156187,0.4500589365306951,0.4575726710359049,cand_tstart_57644.407719907409_tcand_3750.0500000_dm_568.56200_snr_16.24030,1,mcmc,True,B43
